Peer 1, Peer 2, Propagation-Delay, Link-Speed
0, 41, 308.22, 5
0, 44, 365.20, 5
0, 34, 310.55, 5
0, 22, 329.88, 5
1, 31, 375.14, 5
1, 10, 474.41, 5
1, 9, 404.79, 5
1, 16, 143.42, 5
1, 7, 422.62, 5
2, 11, 205.47, 5
2, 49, 385.53, 5
2, 19, 467.71, 5
2, 21, 122.04, 5
2, 22, 156.78, 5
3, 20, 46.54, 5
3, 44, 310.81, 5
3, 43, 232.37, 5
3, 28, 192.55, 5
4, 45, 479.05, 5
4, 37, 471.52, 5
4, 48, 92.51, 5
5, 43, 476.07, 5
5, 12, 300.93, 5
5, 24, 486.04, 5
5, 23, 239.50, 5
5, 20, 471.19, 5
5, 9, 352.77, 5
6, 30, 153.93, 5
6, 32, 14.17, 5
6, 49, 37.84, 5
6, 25, 172.57, 5
6, 17, 110.09, 5
7, 27, 358.42, 5
7, 47, 334.23, 5
7, 12, 397.00, 5
8, 36, 30.90, 5
8, 38, 499.81, 5
8, 21, 185.36, 5
8, 23, 184.31, 5
8, 29, 184.18, 5
8, 33, 238.19, 5
9, 10, 126.70, 5
9, 32, 223.91, 5
9, 42, 148.13, 5
9, 27, 269.91, 5
10, 36, 456.49, 5
10, 13, 342.39, 5
10, 16, 311.58, 5
11, 26, 476.71, 5
11, 14, 80.23, 5
11, 36, 145.57, 5
12, 13, 303.24, 5
12, 30, 446.61, 5
12, 32, 140.90, 5
12, 34, 354.82, 5
13, 42, 417.16, 5
14, 28, 146.10, 5
14, 24, 143.24, 5
14, 48, 281.65, 5
14, 42, 245.41, 5
14, 39, 182.27, 5
15, 44, 231.04, 5
15, 49, 128.92, 5
15, 32, 200.21, 5
15, 45, 142.64, 5
15, 18, 163.01, 5
16, 34, 250.92, 5
16, 48, 373.41, 5
16, 32, 316.80, 5
17, 30, 68.71, 5
17, 43, 404.37, 5
17, 25, 307.36, 5
17, 19, 85.81, 5
17, 45, 391.08, 5
18, 48, 94.80, 5
18, 23, 279.39, 5
19, 46, 83.60, 5
19, 38, 411.32, 5
19, 27, 379.18, 5
20, 45, 197.26, 5
20, 24, 498.77, 5
20, 30, 66.00, 5
20, 47, 108.19, 5
21, 43, 198.90, 5
22, 47, 492.52, 5
22, 26, 387.99, 5
22, 35, 392.84, 5
24, 32, 189.75, 5
25, 38, 402.90, 5
25, 45, 215.60, 5
26, 33, 333.66, 5
26, 35, 352.10, 5
26, 28, 257.48, 5
27, 33, 195.39, 5
27, 49, 388.12, 5
28, 47, 415.20, 5
28, 31, 123.81, 5
29, 31, 378.27, 5
29, 38, 488.14, 5
29, 40, 63.05, 5
30, 42, 268.77, 5
31, 49, 499.50, 5
31, 34, 353.46, 5
33, 43, 18.59, 5
35, 40, 439.82, 5
36, 41, 281.37, 5
37, 38, 430.69, 5
37, 46, 370.69, 5
39, 40, 135.49, 5
39, 45, 348.57, 5
41, 47, 448.71, 5
42, 44, 363.74, 5
44, 46, 139.81, 5
46, 48, 117.98, 5
