Peer 1, Peer 2, Propagation-Delay, Link-Speed
0, 22, 484.58, 5
0, 42, 397.58, 5
0, 37, 44.00, 5
0, 35, 254.22, 5
0, 4, 81.72, 100
0, 20, 118.63, 5
1, 3, 477.30, 100
1, 12, 178.29, 5
1, 36, 458.66, 5
1, 8, 311.18, 5
2, 40, 75.90, 5
2, 27, 299.42, 5
2, 9, 225.16, 5
2, 6, 416.35, 5
2, 29, 351.03, 5
2, 17, 103.05, 5
3, 7, 153.89, 5
3, 39, 483.83, 5
4, 23, 446.81, 5
4, 49, 75.37, 5
4, 5, 310.18, 5
4, 35, 385.57, 5
5, 33, 349.21, 5
5, 21, 129.06, 5
5, 12, 363.08, 5
5, 11, 389.69, 5
5, 6, 281.75, 5
6, 26, 465.83, 5
6, 25, 347.85, 5
6, 30, 333.81, 5
7, 15, 183.38, 5
7, 8, 243.07, 5
7, 42, 364.77, 5
7, 35, 61.90, 5
8, 27, 241.53, 5
8, 19, 312.47, 5
8, 13, 152.92, 5
9, 26, 313.39, 5
9, 43, 330.29, 5
9, 24, 428.63, 5
10, 27, 254.77, 5
10, 18, 481.87, 5
10, 16, 28.44, 5
11, 26, 344.57, 5
11, 37, 379.24, 5
11, 42, 476.25, 5
11, 35, 159.39, 5
11, 16, 23.37, 5
12, 15, 196.52, 5
12, 41, 394.49, 5
12, 38, 196.34, 5
12, 34, 274.63, 5
13, 34, 283.93, 5
13, 27, 491.82, 5
13, 33, 21.13, 5
13, 16, 446.21, 5
13, 44, 279.87, 5
14, 21, 60.70, 5
14, 25, 302.15, 5
14, 48, 79.53, 5
14, 19, 419.52, 5
15, 32, 271.15, 5
15, 34, 405.02, 5
15, 37, 113.92, 5
16, 21, 12.89, 5
16, 28, 308.93, 5
16, 30, 191.77, 5
17, 38, 205.51, 5
17, 31, 45.35, 5
17, 35, 276.58, 5
18, 44, 198.65, 5
18, 37, 239.90, 5
18, 47, 122.30, 5
19, 48, 495.13, 5
19, 23, 372.68, 5
19, 26, 52.55, 5
19, 24, 45.53, 5
20, 33, 53.70, 5
20, 45, 112.28, 5
21, 33, 213.66, 5
21, 39, 184.86, 5
22, 30, 381.50, 5
22, 32, 181.71, 5
22, 38, 69.57, 5
22, 33, 28.08, 5
23, 46, 236.72, 5
23, 35, 178.45, 5
23, 43, 109.07, 5
24, 36, 110.76, 5
25, 26, 176.28, 5
26, 49, 340.82, 5
27, 36, 354.65, 5
27, 49, 235.16, 5
28, 32, 348.37, 5
28, 43, 356.51, 5
29, 36, 173.91, 5
29, 48, 304.06, 5
29, 41, 67.86, 5
30, 33, 323.05, 5
30, 46, 179.04, 5
30, 38, 351.89, 5
31, 44, 398.82, 5
31, 49, 325.72, 5
32, 42, 432.87, 5
34, 43, 264.80, 5
36, 45, 189.78, 5
38, 43, 122.99, 5
38, 45, 270.66, 5
39, 45, 156.08, 5
39, 47, 210.61, 5
39, 40, 424.69, 5
40, 47, 152.99, 5
41, 42, 494.39, 5
42, 45, 401.35, 5
46, 49, 302.93, 5
