BlockId, ParentId, creatorId, Arrival Time, Cpu-Type, Network-Type, Block-Size
0, -1, -1, 0.00, 1, 1, 8
10, 0, 9, 3.60, 1, 1, 8
66, 10, 21, 19.96, 1, 1, 8
123, 66, 7, 23.97, 1, 1, 48
190, 123, 20, 25.05, 1, 0, 32
153, 123, 17, 25.60, 1, 0, 24
200, 190, 20, 38.48, 1, 0, 8
279, 200, 9, 42.77, 1, 1, 256
312, 279, 2, 45.79, 1, 1, 64
371, 312, 41, 53.20, 1, 1, 496
434, 371, 7, 71.03, 1, 1, 896
412, 371, 42, 71.76, 1, 0, 728
468, 434, 46, 80.09, 1, 0, 1512
519, 468, 39, 82.11, 1, 1, 1656
594, 519, 27, 87.20, 1, 0, 1512
570, 519, 31, 87.69, 1, 1, 1496
602, 570, 37, 88.68, 1, 1, 1416
691, 602, 34, 91.24, 0, 0, 1360
630, 602, 37, 92.29, 1, 1, 1416
726, 691, 49, 97.22, 1, 1, 1352
788, 726, 2, 99.80, 1, 1, 1480
833, 788, 0, 108.07, 1, 1, 1344
873, 833, 21, 110.07, 1, 1, 1392
907, 873, 35, 117.18, 1, 1, 1288
978, 907, 18, 124.86, 1, 1, 1520
966, 907, 36, 125.07, 1, 1, 1520
1005, 978, 31, 128.10, 1, 1, 1336
1063, 1005, 47, 128.33, 1, 1, 1440
1136, 1063, 20, 130.12, 1, 0, 1472
1174, 1136, 9, 131.15, 1, 1, 1328
1243, 1174, 8, 140.33, 0, 1, 1360
1278, 1243, 38, 155.09, 0, 1, 1760
1348, 1278, 31, 158.50, 1, 1, 1616
1391, 1348, 42, 160.02, 1, 0, 1416
1351, 1348, 31, 160.54, 1, 1, 1504
1400, 1348, 30, 160.93, 1, 0, 1456
1407, 1400, 30, 163.56, 1, 0, 1336
1455, 1407, 41, 166.70, 1, 1, 1480
1538, 1455, 37, 172.61, 1, 1, 1392
1585, 1538, 36, 182.41, 1, 1, 1440
1623, 1585, 35, 184.94, 1, 1, 1664
1673, 1623, 25, 186.93, 1, 1, 1448
1726, 1673, 37, 196.51, 1, 1, 1336
1785, 1726, 36, 202.78, 1, 1, 1712
1762, 1726, 11, 203.59, 1, 1, 1672
1801, 1785, 36, 212.77, 1, 1, 1424
1840, 1785, 39, 213.23, 1, 1, 1456
1890, 1840, 37, 216.30, 1, 1, 1600
1917, 1890, 21, 220.35, 1, 1, 1408
1978, 1917, 27, 234.63, 1, 0, 1528
2011, 1978, 7, 238.37, 1, 1, 1616
2044, 1978, 46, 239.34, 1, 0, 1616
2076, 2011, 1, 241.35, 1, 1, 1440
