BlockId, ParentId, creatorId, Arrival Time, Cpu-Type, Network-Type, Block-Size
0, -1, -1, 0.00, 1, 1, 8
13, 0, 12, 0.70, 1, 1, 8
30, 13, 8, 3.78, 1, 1, 8
46, 13, 14, 3.84, 1, 1, 8
62, 46, 19, 4.80, 1, 0, 24
68, 30, 22, 4.99, 1, 1, 24
65, 46, 5, 5.01, 1, 1, 24
100, 62, 11, 5.76, 1, 0, 24
107, 100, 8, 7.57, 1, 1, 112
130, 107, 24, 9.83, 1, 1, 184
153, 130, 22, 12.38, 1, 1, 432
174, 130, 14, 13.69, 1, 1, 432
195, 153, 11, 15.87, 1, 0, 640
206, 195, 8, 15.98, 1, 1, 808
201, 195, 11, 16.17, 1, 0, 840
202, 201, 11, 16.74, 1, 0, 656
250, 206, 0, 17.53, 1, 0, 880
267, 202, 3, 18.56, 1, 0, 840
257, 250, 0, 19.56, 1, 0, 720
297, 267, 7, 20.12, 1, 0, 800
276, 267, 3, 20.78, 1, 0, 888
303, 297, 22, 21.28, 1, 1, 720
301, 297, 7, 21.36, 1, 0, 656
339, 303, 17, 21.68, 0, 0, 744
323, 297, 12, 22.03, 1, 1, 728
365, 339, 6, 25.71, 1, 0, 720
383, 365, 8, 27.68, 1, 1, 792
377, 365, 22, 27.80, 1, 1, 824
389, 365, 7, 27.92, 1, 0, 808
401, 389, 7, 27.93, 1, 0, 792
440, 401, 3, 31.97, 1, 0, 752
452, 440, 1, 32.56, 0, 0, 768
486, 452, 8, 32.80, 1, 1, 736
474, 452, 21, 32.92, 0, 1, 776
477, 440, 6, 33.00, 1, 0, 784
503, 474, 3, 33.53, 1, 0, 672
535, 503, 23, 33.74, 0, 1, 656
530, 486, 0, 34.15, 1, 0, 768
556, 535, 22, 34.46, 1, 1, 688
564, 535, 6, 34.75, 1, 0, 696
565, 535, 5, 34.76, 1, 1, 736
592, 556, 15, 35.29, 1, 1, 680
585, 535, 14, 35.76, 1, 1, 720
614, 592, 3, 36.32, 1, 0, 608
645, 614, 12, 39.57, 1, 1, 696
629, 614, 19, 39.59, 1, 0, 608
672, 645, 6, 41.15, 1, 0, 840
651, 629, 19, 41.58, 1, 0, 840
691, 672, 5, 41.94, 1, 1, 808
713, 691, 16, 42.56, 1, 1, 664
722, 691, 15, 42.82, 1, 1, 664
733, 713, 24, 44.17, 1, 1, 704
734, 713, 10, 44.62, 0, 0, 688
763, 734, 12, 47.03, 1, 1, 728
783, 763, 24, 47.76, 1, 1, 728
808, 783, 17, 49.14, 0, 0, 672
840, 808, 6, 50.41, 1, 0, 768
862, 840, 7, 51.48, 1, 0, 680
895, 862, 15, 52.56, 1, 1, 672
890, 862, 5, 53.04, 1, 1, 696
876, 862, 16, 53.09, 1, 1, 640
913, 876, 7, 54.23, 1, 0, 664
923, 895, 11, 54.27, 1, 0, 736
927, 913, 16, 54.48, 1, 1, 680
934, 927, 7, 55.22, 1, 0, 648
976, 934, 22, 55.96, 1, 1, 744
1018, 976, 12, 58.80, 1, 1, 856
1030, 1018, 20, 59.51, 0, 1, 808
1020, 976, 11, 59.70, 1, 0, 800
1049, 1018, 14, 60.88, 1, 1, 856
1072, 1030, 19, 61.00, 1, 0, 768
1076, 1072, 3, 63.03, 1, 0, 576
1122, 1076, 6, 65.82, 1, 0, 968
1127, 1122, 18, 66.12, 1, 1, 1000
1172, 1127, 11, 67.94, 1, 0, 792
1179, 1172, 8, 68.54, 1, 1, 744
1189, 1172, 3, 69.26, 1, 0, 824
1192, 1172, 5, 69.26, 1, 1, 792
1207, 1189, 3, 71.45, 1, 0, 736
1238, 1207, 22, 72.04, 1, 1, 912
1249, 1238, 22, 72.10, 1, 1, 760
1247, 1207, 6, 72.46, 1, 0, 912
1251, 1207, 0, 73.20, 1, 0, 856
1283, 1249, 16, 73.76, 1, 1, 680
1301, 1283, 19, 76.16, 1, 0, 760
1323, 1301, 3, 76.79, 1, 0, 872
1340, 1301, 22, 76.82, 1, 1, 864
1355, 1340, 24, 77.61, 1, 1, 704
1353, 1323, 14, 78.70, 1, 1, 664
1395, 1355, 0, 80.19, 1, 0, 800
1403, 1395, 18, 80.80, 1, 1, 768
1399, 1395, 16, 81.11, 1, 1, 728
1435, 1403, 17, 81.24, 0, 0, 664
1453, 1435, 22, 82.17, 1, 1, 608
1464, 1435, 12, 82.22, 1, 1, 664
1459, 1435, 6, 82.34, 1, 0, 624
1482, 1464, 8, 83.06, 1, 1, 616
1490, 1464, 16, 84.01, 1, 1, 632
1493, 1464, 0, 84.09, 1, 0, 640
1514, 1490, 16, 84.59, 1, 1, 664
1528, 1514, 24, 85.10, 1, 1, 760
1535, 1514, 3, 85.41, 1, 0, 760
1545, 1528, 24, 87.63, 1, 1, 600
1569, 1528, 11, 88.36, 1, 0, 680
1561, 1535, 14, 88.75, 1, 1, 568
1580, 1545, 6, 90.03, 1, 0, 824
1583, 1545, 5, 90.46, 1, 1, 824
1617, 1583, 0, 91.50, 1, 0, 960
1620, 1617, 0, 92.46, 1, 0, 648
1636, 1617, 15, 92.56, 1, 1, 696
1653, 1620, 7, 93.16, 1, 0, 704
1682, 1653, 19, 94.21, 1, 0, 760
1711, 1682, 18, 95.08, 1, 1, 784
1726, 1711, 8, 95.23, 1, 1, 736
1764, 1726, 7, 97.72, 1, 0, 688
1779, 1764, 6, 99.05, 1, 0, 848
