Peer 1, Peer 2, Propagation-Delay, Link-Speed
0, 32, 303.07, 5
0, 44, 125.30, 5
0, 17, 44.43, 5
0, 33, 434.38, 5
0, 39, 446.47, 5
0, 41, 435.73, 5
1, 10, 253.36, 5
1, 11, 174.16, 5
1, 23, 322.80, 5
1, 21, 50.30, 5
1, 7, 259.90, 5
1, 19, 453.27, 5
2, 21, 284.11, 5
2, 44, 288.06, 5
2, 24, 42.38, 5
3, 43, 23.81, 5
3, 9, 228.41, 5
3, 17, 497.61, 5
4, 45, 412.45, 5
4, 24, 78.72, 5
4, 23, 375.88, 5
5, 43, 359.37, 5
5, 11, 421.83, 5
5, 19, 61.81, 5
6, 31, 239.49, 5
6, 32, 362.15, 5
6, 47, 278.97, 5
6, 18, 52.81, 5
6, 45, 459.44, 5
7, 39, 444.29, 5
7, 29, 38.98, 5
7, 47, 234.94, 5
7, 48, 409.63, 5
7, 28, 212.04, 5
8, 48, 90.02, 5
8, 37, 48.61, 5
8, 40, 433.55, 5
8, 23, 53.59, 5
8, 46, 369.23, 5
8, 16, 458.01, 5
9, 17, 418.30, 5
9, 10, 40.46, 5
9, 34, 242.32, 5
10, 13, 263.19, 5
10, 14, 493.48, 5
11, 38, 270.43, 5
11, 14, 464.26, 5
11, 31, 102.31, 5
11, 34, 229.71, 5
12, 13, 384.05, 5
12, 47, 324.26, 5
12, 30, 104.16, 5
13, 44, 249.80, 5
13, 22, 340.19, 5
14, 28, 426.24, 5
15, 24, 109.36, 5
15, 39, 159.26, 5
15, 22, 236.27, 5
16, 44, 247.41, 5
16, 49, 224.45, 5
16, 48, 244.55, 5
16, 38, 41.21, 5
16, 45, 126.23, 5
17, 48, 388.80, 5
18, 48, 133.09, 5
18, 31, 462.87, 5
18, 34, 177.71, 5
18, 43, 460.38, 5
19, 29, 226.95, 5
19, 38, 220.52, 5
19, 24, 91.01, 5
20, 46, 247.31, 5
20, 44, 52.23, 5
20, 21, 249.90, 5
20, 26, 314.65, 5
21, 24, 284.81, 5
21, 22, 312.62, 5
22, 47, 292.42, 5
22, 26, 410.29, 5
24, 29, 467.76, 5
25, 49, 45.04, 5
25, 40, 298.48, 5
25, 36, 381.59, 5
25, 42, 440.19, 5
26, 35, 72.83, 5
26, 37, 493.72, 5
27, 33, 89.56, 5
27, 35, 235.10, 5
27, 47, 33.78, 5
27, 43, 137.74, 5
27, 48, 368.45, 5
28, 35, 125.37, 5
29, 41, 444.75, 5
29, 32, 456.28, 5
30, 42, 139.15, 5
30, 36, 132.47, 5
31, 49, 389.48, 5
32, 45, 141.63, 5
33, 35, 148.65, 5
34, 43, 252.60, 5
34, 40, 426.48, 5
35, 41, 138.85, 5
36, 40, 84.88, 5
37, 41, 71.40, 5
38, 39, 273.97, 5
39, 46, 372.90, 5
40, 47, 137.87, 5
42, 46, 398.07, 5
43, 45, 217.45, 5
44, 46, 341.93, 5
