Peer 1, Peer 2, Propagation-Delay, Link-Speed
0, 41, 252.32, 5
0, 6, 205.83, 5
0, 39, 22.09, 5
1, 31, 481.24, 5
1, 16, 390.96, 5
1, 10, 108.05, 5
2, 11, 293.98, 5
2, 9, 333.70, 5
2, 48, 33.22, 5
2, 31, 115.03, 5
3, 5, 27.22, 5
3, 42, 458.60, 5
3, 18, 129.35, 5
3, 28, 95.33, 5
3, 41, 165.36, 5
4, 44, 34.58, 5
4, 24, 376.10, 5
4, 20, 210.90, 5
4, 48, 224.16, 5
4, 7, 472.76, 5
4, 6, 301.84, 5
5, 32, 72.09, 5
5, 28, 328.47, 5
6, 43, 46.09, 5
6, 12, 22.86, 5
6, 46, 460.72, 5
6, 15, 179.54, 5
7, 38, 143.48, 5
7, 21, 207.81, 5
7, 24, 477.52, 5
7, 40, 472.41, 5
7, 44, 52.19, 5
8, 37, 300.71, 5
8, 45, 189.90, 5
8, 9, 267.36, 5
8, 33, 213.75, 5
8, 19, 350.36, 5
8, 34, 459.55, 5
9, 15, 264.80, 5
9, 30, 155.60, 5
9, 45, 277.76, 5
10, 13, 273.83, 5
10, 33, 361.73, 5
11, 36, 22.96, 5
11, 27, 219.98, 5
11, 13, 158.30, 5
11, 42, 436.00, 5
12, 14, 238.72, 5
12, 27, 140.18, 5
12, 30, 345.31, 5
12, 43, 82.13, 5
12, 47, 374.61, 5
13, 16, 210.69, 5
13, 22, 441.22, 5
14, 41, 496.94, 5
14, 27, 106.62, 5
15, 30, 496.98, 5
15, 48, 345.78, 5
15, 18, 143.12, 5
16, 37, 35.87, 5
17, 47, 57.46, 5
17, 42, 496.33, 5
17, 23, 325.68, 5
17, 39, 377.82, 5
17, 34, 372.80, 5
18, 35, 394.91, 5
18, 31, 179.82, 5
18, 25, 471.06, 5
18, 34, 229.07, 5
19, 48, 158.65, 5
19, 49, 27.25, 5
19, 30, 367.48, 5
19, 31, 419.26, 5
20, 32, 459.00, 5
20, 45, 462.27, 5
20, 43, 411.21, 5
20, 24, 473.63, 5
21, 40, 229.72, 5
21, 22, 129.37, 5
21, 23, 139.51, 5
22, 44, 364.29, 5
22, 34, 249.56, 5
23, 26, 225.96, 5
23, 35, 405.38, 5
24, 41, 386.30, 5
24, 44, 455.15, 5
25, 49, 446.49, 5
25, 36, 97.29, 5
26, 39, 185.39, 5
26, 35, 258.77, 5
26, 45, 491.46, 5
27, 48, 97.20, 5
27, 28, 384.66, 5
27, 40, 339.32, 5
28, 34, 154.00, 5
28, 46, 419.50, 5
29, 45, 140.94, 5
29, 44, 332.10, 5
29, 40, 95.50, 5
30, 41, 123.23, 5
30, 32, 100.43, 5
32, 49, 332.18, 5
33, 35, 414.76, 5
33, 38, 407.16, 5
34, 43, 250.55, 5
36, 40, 262.04, 5
36, 46, 251.67, 5
37, 38, 28.47, 5
39, 40, 281.09, 5
41, 43, 242.79, 5
43, 47, 109.25, 5
44, 46, 323.20, 5
45, 47, 216.14, 5
