BlockId, ParentId, creatorId, Arrival Time, Cpu-Type, Network-Type, Block-Size
0, -1, -1, 0.00, 1, 1, 8
73, 0, 72, 3.62, 1, 0, 8
187, 73, 96, 5.95, 1, 1, 8
232, 187, 57, 6.32, 1, 1, 32
313, 232, 94, 9.90, 1, 1, 24
336, 232, 20, 10.04, 1, 1, 24
496, 313, 42, 14.28, 0, 0, 112
599, 496, 14, 19.83, 1, 1, 104
652, 599, 72, 24.95, 1, 0, 304
699, 599, 31, 25.08, 1, 0, 312
710, 652, 39, 26.68, 1, 1, 584
816, 710, 71, 27.67, 1, 1, 664
969, 816, 26, 34.36, 0, 1, 984
1000, 816, 31, 34.65, 1, 0, 1064
1071, 969, 23, 38.82, 1, 0, 1736
1125, 1071, 20, 42.05, 1, 1, 2192
1234, 1125, 62, 45.58, 1, 1, 2176
1392, 1234, 51, 48.66, 1, 0, 2520
1483, 1392, 29, 61.07, 1, 0, 2352
1511, 1483, 71, 62.95, 1, 1, 2304
1633, 1511, 78, 70.51, 1, 1, 2384
1769, 1633, 95, 79.93, 1, 0, 2488
1771, 1633, 1, 80.99, 1, 0, 2480
1897, 1769, 97, 85.93, 1, 0, 2448
1807, 1771, 1, 86.54, 1, 0, 2456
1993, 1897, 93, 94.16, 1, 0, 2360
2007, 1993, 76, 96.68, 1, 1, 2400
2137, 2007, 57, 96.96, 1, 1, 2344
2206, 2137, 20, 97.51, 1, 1, 2176
2101, 1993, 51, 98.13, 1, 0, 2352
