BlockId, ParentId, creatorId, Arrival Time, Depth, Block-Size
be819d3af9721464f5b7dc5af7b91f3fea806ed5112e25d16fce17b5c4e3511d, -1, -1, 0.00, 0, 0
ab02a90b76a5539bb67baada73c68543b6346548cc5e068160ae2ff0c6402eda, be819d3af9721464f5b7dc5af7b91f3fea806ed5112e25d16fce17b5c4e3511d, 46, 24.50, 1, 8
f25808f89d44e95b5940377ffd68a17d013b58e44b4e1c575ec4672c34bc43ab, ab02a90b76a5539bb67baada73c68543b6346548cc5e068160ae2ff0c6402eda, 26, 31.99, 2, 32
357d50238ca4dba376a956e6529dfbe97a45edba377a007937277a8e0706c582, f25808f89d44e95b5940377ffd68a17d013b58e44b4e1c575ec4672c34bc43ab, 31, 43.03, 3, 72
c841273d59b9932d76f5cefa861620202bbf90419436ba5db108767cffe10ce1, 357d50238ca4dba376a956e6529dfbe97a45edba377a007937277a8e0706c582, 40, 45.03, 4, 208
fecc1cb1612132495b80414aa5762ddb1a3f63b072ef4b5b58a2ceed5b276d25, c841273d59b9932d76f5cefa861620202bbf90419436ba5db108767cffe10ce1, 41, 56.19, 5, 168
433457f20e7a4b3af75df287fe7695a8322544a16ca6f73adad513ef669131af, fecc1cb1612132495b80414aa5762ddb1a3f63b072ef4b5b58a2ceed5b276d25, 47, 58.71, 6, 376
3f5d2dd996e4a057d53ffb3f8657d939441cbd1c8fc8db9accac87c0f7bb5cf2, 433457f20e7a4b3af75df287fe7695a8322544a16ca6f73adad513ef669131af, 23, 73.16, 7, 680
c9807a6e48cbb80e4f3243547a42c2fda83250d81b18e557e24ef4482c16e159, 433457f20e7a4b3af75df287fe7695a8322544a16ca6f73adad513ef669131af, 11, 76.52, 7, 632
a2754a62f26dfdda7db981385e2c3e1d6acd30a3513ed8f2f9619301779f97e4, 3f5d2dd996e4a057d53ffb3f8657d939441cbd1c8fc8db9accac87c0f7bb5cf2, 14, 77.08, 8, 1312
8396ef8b704435c47bcc059d1f4e0eac32cfa4e4243e6b27f50354f79554b2bf, 433457f20e7a4b3af75df287fe7695a8322544a16ca6f73adad513ef669131af, 44, 77.10, 7, 688
48ebffb5cf68bf73971a38ca498bc61161fd89a094a1fb49e9a3d1058d513520, a2754a62f26dfdda7db981385e2c3e1d6acd30a3513ed8f2f9619301779f97e4, 7, 91.32, 9, 1424
