Peer 1, Peer 2, Propagation-Delay, Link-Speed
0, 31, 45.46, 5
0, 40, 83.52, 5
0, 24, 289.00, 5
0, 44, 256.21, 5
0, 38, 453.46, 5
0, 7, 179.03, 5
1, 11, 286.70, 5
1, 10, 340.83, 5
1, 48, 337.88, 5
1, 40, 227.08, 5
1, 7, 273.46, 5
1, 6, 445.17, 5
2, 4, 177.99, 100
2, 20, 461.74, 5
2, 29, 327.42, 5
3, 23, 355.28, 5
3, 10, 405.01, 5
3, 11, 415.95, 5
4, 43, 46.23, 5
4, 48, 441.90, 5
4, 8, 191.96, 5
4, 37, 45.00, 5
4, 23, 148.71, 5
5, 41, 441.43, 5
5, 12, 17.93, 5
5, 21, 492.14, 5
6, 37, 369.89, 5
6, 24, 45.25, 5
6, 7, 162.15, 5
7, 10, 260.95, 5
8, 36, 60.01, 5
8, 25, 243.90, 5
8, 42, 217.78, 5
9, 20, 148.16, 5
9, 35, 153.38, 5
9, 39, 254.54, 5
9, 23, 47.58, 5
9, 38, 233.79, 5
10, 14, 106.88, 5
10, 43, 343.17, 5
10, 46, 182.24, 5
11, 36, 276.67, 5
11, 25, 476.95, 5
11, 17, 112.80, 5
12, 27, 363.80, 5
12, 15, 85.44, 5
12, 24, 134.83, 5
12, 32, 489.83, 5
13, 23, 18.35, 5
13, 27, 158.07, 5
13, 29, 425.27, 5
14, 17, 396.29, 5
14, 33, 237.43, 5
14, 35, 164.39, 5
15, 16, 28.58, 5
15, 43, 48.33, 5
16, 39, 189.39, 5
16, 47, 232.86, 5
16, 41, 27.98, 5
16, 19, 498.16, 5
17, 27, 422.86, 5
17, 33, 298.12, 5
17, 34, 144.51, 5
17, 31, 296.27, 5
18, 34, 193.14, 5
18, 47, 229.94, 5
18, 41, 26.78, 5
18, 36, 55.19, 5
18, 25, 144.60, 5
18, 27, 294.69, 5
19, 48, 170.96, 5
19, 31, 396.56, 5
19, 49, 12.16, 5
19, 25, 222.66, 5
19, 35, 169.74, 5
20, 31, 251.60, 5
21, 43, 24.68, 5
21, 38, 405.56, 5
21, 22, 253.29, 5
21, 28, 425.93, 5
22, 45, 164.74, 5
22, 32, 347.17, 5
22, 26, 358.69, 5
23, 28, 475.49, 5
24, 41, 31.15, 5
24, 26, 302.54, 5
24, 34, 231.94, 5
25, 49, 462.09, 5
25, 37, 261.32, 5
26, 42, 351.74, 5
27, 29, 408.49, 5
28, 34, 88.90, 5
28, 29, 17.02, 5
28, 48, 29.97, 5
28, 33, 455.49, 5
29, 32, 204.10, 5
30, 40, 306.21, 5
30, 48, 456.81, 5
30, 35, 345.29, 5
31, 49, 413.73, 5
31, 45, 475.11, 5
32, 44, 466.06, 5
33, 41, 148.10, 5
33, 35, 281.99, 5
35, 39, 352.44, 5
37, 45, 333.21, 5
38, 39, 94.57, 5
38, 40, 373.70, 5
38, 41, 289.99, 5
39, 42, 368.09, 5
42, 47, 294.12, 5
42, 43, 490.13, 5
42, 45, 371.73, 5
43, 46, 55.27, 5
44, 46, 327.85, 5
