BlockId, ParentId, creatorId, Arrival Time, Depth, Block-Size
be819d3af9721464f5b7dc5af7b91f3fea806ed5112e25d16fce17b5c4e3511d, -1, -1, 0.00, 0, 0
8579846ef74c7013a28d976fa500bef7b79ee2a5bd2a710991e1a990ab7e4400, be819d3af9721464f5b7dc5af7b91f3fea806ed5112e25d16fce17b5c4e3511d, 18, 19.32, 1, 8
151ff6405b25f7d2c12552cd5e9c4b51a2a438ecdeed0faa18af8f67e87fb1da, 8579846ef74c7013a28d976fa500bef7b79ee2a5bd2a710991e1a990ab7e4400, 34, 33.39, 2, 24
c749a693530874016e92c2bd816a64fc6488a6debe94259c095ead24f1ff10bd, 151ff6405b25f7d2c12552cd5e9c4b51a2a438ecdeed0faa18af8f67e87fb1da, 29, 35.38, 3, 40
83b2acec92fda3f96ee41452ddb8e4b1a3173e41d8fcd4875085ddb267bb473f, c749a693530874016e92c2bd816a64fc6488a6debe94259c095ead24f1ff10bd, 21, 45.38, 4, 40
23287abb517d66f3c8b5669420b6cc4e0db760948702930383629adaab2a2953, 83b2acec92fda3f96ee41452ddb8e4b1a3173e41d8fcd4875085ddb267bb473f, 0, 53.05, 5, 136
3a5440fe685f75e61bc978300c706b85aefd8e53b4fb640166baec936749f842, 83b2acec92fda3f96ee41452ddb8e4b1a3173e41d8fcd4875085ddb267bb473f, 13, 53.67, 5, 136
ade5af1ecbafab82f5defb9dc4f49b7e257f1d6ebd707b2374bdad80e2d45478, 3a5440fe685f75e61bc978300c706b85aefd8e53b4fb640166baec936749f842, 24, 55.91, 6, 304
444f07980845d3547dbfe8d92d72011c92679d1f8dfba7ea608be8359d3c01fa, ade5af1ecbafab82f5defb9dc4f49b7e257f1d6ebd707b2374bdad80e2d45478, 26, 74.66, 7, 496
cb6138f5994d53e84010339ce80072a9968c45e366231e52876e5b2318d54666, ade5af1ecbafab82f5defb9dc4f49b7e257f1d6ebd707b2374bdad80e2d45478, 0, 75.46, 7, 424
936284229c17a07ff3442c320812ea2e0c3fd3d54517849b55b860ca167457e7, 444f07980845d3547dbfe8d92d72011c92679d1f8dfba7ea608be8359d3c01fa, 42, 80.86, 8, 1064
d3301a85f4cfa268d72e5b3ec7ff6fe7f2b939975c1bb3b5973649a926921e14, 936284229c17a07ff3442c320812ea2e0c3fd3d54517849b55b860ca167457e7, 21, 115.67, 9, 1416
0a6aca6ce0682428c315f5f69525abf27fda46d281cb87cd12aeb9dfe56d04ed, d3301a85f4cfa268d72e5b3ec7ff6fe7f2b939975c1bb3b5973649a926921e14, 12, 126.89, 10, 1808
e883232d51df3df3342deedcb38c2aa6ec9fa1f8d77e3bef7ec2e54652930a5b, 0a6aca6ce0682428c315f5f69525abf27fda46d281cb87cd12aeb9dfe56d04ed, 21, 159.75, 11, 1520
a62b00aa7ab7c9c0f5513c84307a09ef04f985f4ffc2ee36e33a7ac2481d9bc7, b72fe67ae13d657a69519c8bb63ebb989ec2b93f2598ad532fdc89d11eedd286, 0, 160.10, 12, 1592
b72fe67ae13d657a69519c8bb63ebb989ec2b93f2598ad532fdc89d11eedd286, 0a6aca6ce0682428c315f5f69525abf27fda46d281cb87cd12aeb9dfe56d04ed, 0, 160.12, 11, 1536
aa465d801027f8df441172faa84b09f9c86889f9fee033da03e056cc9fde3238, 0a6aca6ce0682428c315f5f69525abf27fda46d281cb87cd12aeb9dfe56d04ed, 27, 161.35, 11, 1520
77fa4aa8b163d122224802418f255c16c50b9bef0b0267461c9222dda6e483c5, a62b00aa7ab7c9c0f5513c84307a09ef04f985f4ffc2ee36e33a7ac2481d9bc7, 39, 179.46, 13, 1432
8517d2b055ff389b533a6cae61aae0bbfb4eb6d43228fde6068ed3706d36366e, 77fa4aa8b163d122224802418f255c16c50b9bef0b0267461c9222dda6e483c5, 12, 188.99, 14, 1400
f284d4a9b768f3aacf30842274b853321930d13f909998d7fae29e2d8d85fef4, 77fa4aa8b163d122224802418f255c16c50b9bef0b0267461c9222dda6e483c5, 0, 189.00, 14, 1400
e103d70253b253b2f4950a403eebed68684dd54e3010cac424cb899dc6354c5c, 8517d2b055ff389b533a6cae61aae0bbfb4eb6d43228fde6068ed3706d36366e, 43, 204.66, 15, 1208
3b86b400a574038d3995f858b29c1439b7759f851fff4fbc2c91d1bce7b7b329, e103d70253b253b2f4950a403eebed68684dd54e3010cac424cb899dc6354c5c, 12, 219.51, 16, 1448
c134acab460148e63fce6ebc9e6e085e1a48d733926c33f1daec9e3cd3e99522, e103d70253b253b2f4950a403eebed68684dd54e3010cac424cb899dc6354c5c, 0, 219.56, 16, 1456
071a44a184b7c393c0656b97c5e2489a10de2255e6541219973e70d9076416ce, e103d70253b253b2f4950a403eebed68684dd54e3010cac424cb899dc6354c5c, 48, 220.98, 16, 1464
df699d38e23b31efb9c204a3e8b2379c9305dcdfcd77becd74f1dc5ce4a9a105, c134acab460148e63fce6ebc9e6e085e1a48d733926c33f1daec9e3cd3e99522, 0, 221.86, 17, 1456
1fd5296457734110e6ceb9fe768c53182437321ffdfd0c1f98cb9ddacef1d46f, 071a44a184b7c393c0656b97c5e2489a10de2255e6541219973e70d9076416ce, 41, 224.51, 17, 1488
36d440cfa74c5dcfdd8bb134f1c12ebf9f8d6c1dc0ec946cde5e8f2dbaf037ac, df699d38e23b31efb9c204a3e8b2379c9305dcdfcd77becd74f1dc5ce4a9a105, 20, 246.00, 18, 1288
41d13b0a2c4cb46c88b5a9a369fdd426c20894784a816f3c4bd900798d0156e0, df699d38e23b31efb9c204a3e8b2379c9305dcdfcd77becd74f1dc5ce4a9a105, 0, 246.09, 18, 1256
0418bc4df5b78d8065cc7e6d01ca4dc8875522c4cb8b24e57175efc9ef1b0dcb, 41d13b0a2c4cb46c88b5a9a369fdd426c20894784a816f3c4bd900798d0156e0, 42, 257.37, 19, 1568
698394d562f23ed48fa954ac2af49e0ab92cefd55335429bfee1da3b97fb2c08, 0418bc4df5b78d8065cc7e6d01ca4dc8875522c4cb8b24e57175efc9ef1b0dcb, 0, 261.01, 20, 1328
6abd10df9e8dad3b071087d001eb5010b49fa1db0126ea4497e1ccecdde735ee, 0418bc4df5b78d8065cc7e6d01ca4dc8875522c4cb8b24e57175efc9ef1b0dcb, 37, 261.05, 20, 1360
cacf4124ccb1858808bdb18198042d58cb0d05a94119a691d133baf167454510, 0418bc4df5b78d8065cc7e6d01ca4dc8875522c4cb8b24e57175efc9ef1b0dcb, 14, 263.08, 20, 1360
0890b94d15630dfe540f4549b18484034abe154a381a7572f57b7db6bca17967, cacf4124ccb1858808bdb18198042d58cb0d05a94119a691d133baf167454510, 34, 267.71, 21, 1352
c93bb3dab4575b2c0d8a9c6da9f493416d639e541ee1c198fa456644fef924d2, 0890b94d15630dfe540f4549b18484034abe154a381a7572f57b7db6bca17967, 31, 312.08, 22, 1480
6d7a676c5be8ffea04fe358c3e76145db2af43ced0fc19aed55dab5177acd0b3, 0890b94d15630dfe540f4549b18484034abe154a381a7572f57b7db6bca17967, 0, 313.01, 22, 1440
4069101d680619d674e3a507c810bf94430730ee04e70f9fa5e77b645ff66f41, c93bb3dab4575b2c0d8a9c6da9f493416d639e541ee1c198fa456644fef924d2, 21, 322.71, 23, 1720
6ddc8adf2eb89ba720bd528d1f0fabf55938b6834ac2e6795e632ff0c4098780, 4069101d680619d674e3a507c810bf94430730ee04e70f9fa5e77b645ff66f41, 49, 350.15, 24, 1400
b95a3c769f034c7842d2622dd725577f8539a7f77ec2eb109e342f9bbdeb0b62, 4069101d680619d674e3a507c810bf94430730ee04e70f9fa5e77b645ff66f41, 0, 351.17, 24, 1384
9284d1a83d51ec02762f42c2b1fbb4c496d4d2f2a28c23e9d0dd95fbfc3549b0, b95a3c769f034c7842d2622dd725577f8539a7f77ec2eb109e342f9bbdeb0b62, 0, 386.57, 25, 1400
