Peer 1, Peer 2, Propagation-Delay, Link-Speed
0, 43, 116.17, 5
0, 25, 74.51, 5
0, 38, 69.32, 5
1, 32, 497.14, 5
1, 10, 476.65, 5
1, 11, 343.76, 5
1, 46, 166.13, 5
1, 47, 470.76, 5
1, 4, 272.79, 100
2, 37, 91.89, 5
2, 9, 301.72, 5
2, 18, 11.05, 5
2, 48, 101.04, 5
2, 8, 219.54, 5
3, 21, 402.10, 5
3, 10, 37.48, 5
3, 45, 73.62, 5
4, 44, 477.13, 5
4, 24, 199.85, 5
4, 22, 369.60, 5
4, 12, 240.57, 5
5, 42, 486.47, 5
5, 11, 104.74, 5
5, 30, 129.96, 5
5, 31, 465.45, 5
5, 45, 282.06, 5
6, 31, 250.83, 5
6, 24, 89.19, 5
6, 43, 416.57, 5
6, 27, 384.00, 5
7, 38, 366.67, 5
7, 36, 182.54, 5
7, 25, 358.87, 5
8, 47, 470.06, 5
8, 37, 211.13, 5
8, 42, 131.81, 5
8, 16, 262.32, 5
8, 40, 213.01, 5
9, 37, 379.93, 5
9, 40, 300.89, 5
9, 12, 276.75, 5
9, 36, 280.62, 5
9, 28, 494.89, 5
10, 37, 89.53, 5
10, 20, 97.55, 5
10, 19, 291.45, 5
10, 44, 142.39, 5
11, 13, 486.16, 5
11, 12, 270.07, 5
11, 45, 345.01, 5
11, 38, 249.80, 5
12, 15, 403.10, 5
13, 28, 39.94, 5
13, 24, 301.04, 5
13, 26, 455.11, 5
13, 17, 418.17, 5
13, 37, 394.98, 5
14, 21, 466.69, 5
14, 29, 60.03, 5
14, 23, 270.64, 5
15, 44, 187.06, 5
15, 41, 450.16, 5
15, 38, 413.40, 5
15, 42, 224.45, 5
16, 28, 92.65, 5
16, 39, 455.37, 5
16, 22, 339.11, 5
17, 31, 324.01, 5
17, 19, 150.03, 5
17, 33, 114.09, 5
18, 48, 388.13, 5
18, 39, 244.75, 5
19, 45, 422.07, 5
19, 48, 142.05, 5
19, 39, 463.32, 5
20, 46, 258.54, 5
20, 32, 346.31, 5
21, 22, 235.22, 5
21, 34, 171.07, 5
22, 47, 353.92, 5
22, 45, 43.68, 5
22, 26, 97.72, 5
23, 28, 332.80, 5
23, 39, 401.36, 5
24, 36, 217.00, 5
24, 26, 318.55, 5
25, 41, 78.08, 5
26, 35, 243.42, 5
26, 38, 427.19, 5
26, 41, 424.46, 5
27, 32, 64.41, 5
27, 30, 227.43, 5
28, 35, 215.29, 5
29, 41, 126.32, 5
29, 32, 209.05, 5
29, 31, 445.27, 5
29, 46, 180.84, 5
29, 33, 236.61, 5
30, 41, 377.67, 5
30, 39, 141.22, 5
31, 49, 374.29, 5
33, 49, 265.33, 5
34, 43, 61.47, 5
34, 38, 250.01, 5
35, 49, 106.83, 5
35, 43, 282.57, 5
36, 40, 469.49, 5
36, 44, 462.39, 5
37, 40, 329.28, 5
41, 47, 314.66, 5
43, 46, 489.12, 5
43, 44, 421.76, 5
44, 45, 148.27, 5
46, 49, 109.90, 5
