Peer 1, Peer 2, Propagation-Delay, Link-Speed
0, 41, 165.61, 5
0, 36, 284.76, 5
0, 18, 37.34, 100
0, 24, 275.40, 5
1, 33, 471.79, 5
1, 12, 351.15, 100
1, 11, 319.41, 100
1, 4, 11.74, 100
2, 14, 408.54, 100
2, 5, 82.31, 100
2, 11, 308.29, 100
2, 20, 349.06, 5
2, 24, 137.46, 5
2, 21, 466.99, 5
3, 17, 241.86, 100
3, 9, 51.07, 100
3, 38, 130.23, 5
4, 38, 47.80, 5
4, 33, 280.80, 5
5, 44, 381.58, 5
5, 47, 107.05, 5
5, 34, 435.02, 5
6, 43, 354.68, 5
6, 14, 232.66, 100
6, 39, 101.87, 5
7, 23, 440.79, 5
7, 14, 250.92, 100
7, 11, 78.60, 100
7, 17, 305.51, 100
7, 40, 230.68, 5
8, 24, 408.60, 5
8, 46, 79.92, 5
8, 31, 106.06, 5
9, 38, 362.11, 5
9, 31, 361.92, 5
9, 42, 131.25, 5
10, 25, 182.24, 5
10, 41, 319.66, 5
10, 37, 459.68, 5
10, 45, 233.67, 5
11, 16, 399.73, 100
12, 15, 102.11, 100
12, 16, 473.79, 100
12, 49, 445.81, 5
13, 37, 229.87, 5
13, 28, 10.38, 5
13, 16, 82.09, 100
13, 22, 57.74, 5
13, 17, 431.12, 100
14, 28, 440.73, 5
14, 34, 474.81, 5
15, 28, 230.50, 5
15, 31, 358.76, 5
15, 35, 80.49, 5
15, 42, 411.98, 5
16, 26, 433.87, 5
16, 43, 387.86, 5
16, 35, 480.64, 5
17, 44, 452.87, 5
17, 43, 189.10, 5
17, 18, 424.33, 100
18, 36, 349.88, 5
18, 48, 358.05, 5
18, 24, 341.97, 5
19, 33, 320.96, 5
19, 48, 225.64, 5
19, 39, 485.11, 5
19, 46, 446.62, 5
19, 44, 16.72, 5
20, 49, 287.56, 5
20, 22, 287.82, 5
20, 28, 360.36, 5
20, 39, 462.76, 5
21, 45, 49.89, 5
21, 49, 216.25, 5
21, 36, 141.11, 5
21, 27, 397.16, 5
22, 49, 234.44, 5
22, 26, 285.76, 5
23, 34, 161.17, 5
23, 25, 157.18, 5
24, 29, 329.75, 5
25, 39, 20.11, 5
25, 45, 253.17, 5
25, 42, 296.59, 5
26, 48, 489.55, 5
26, 31, 142.93, 5
26, 37, 26.44, 5
27, 39, 162.68, 5
27, 30, 209.08, 5
28, 38, 70.25, 5
29, 35, 196.87, 5
29, 38, 126.65, 5
30, 45, 351.79, 5
30, 36, 297.19, 5
31, 34, 493.98, 5
32, 42, 470.64, 5
32, 40, 136.77, 5
32, 33, 396.27, 5
32, 35, 307.68, 5
33, 49, 177.47, 5
33, 41, 369.50, 5
35, 43, 49.94, 5
35, 49, 406.47, 5
36, 43, 320.00, 5
36, 45, 475.32, 5
37, 40, 405.97, 5
39, 47, 406.99, 5
40, 44, 189.49, 5
41, 48, 105.02, 5
42, 45, 364.61, 5
43, 48, 11.98, 5
44, 47, 337.40, 5
44, 46, 169.64, 5
