BlockId, ParentId, creatorId, Arrival Time, Cpu-Type, Network-Type, Block-Size
0, -1, -1, 0.00, 1, 1, 8
36, 0, 35, 1.30, 1, 1, 8
53, 36, 18, 2.13, 1, 0, 8
149, 53, 33, 2.96, 1, 1, 24
199, 149, 1, 6.44, 1, 1, 40
227, 199, 9, 8.23, 1, 0, 88
279, 227, 33, 10.37, 1, 1, 128
285, 227, 8, 11.02, 1, 0, 160
312, 285, 46, 14.01, 0, 1, 344
391, 312, 1, 17.17, 1, 1, 424
443, 391, 28, 19.31, 1, 1, 952
469, 443, 24, 20.51, 1, 1, 1312
550, 469, 25, 23.67, 1, 1, 1336
562, 550, 29, 27.23, 1, 0, 1568
564, 550, 9, 27.47, 1, 0, 1624
608, 564, 49, 30.53, 1, 1, 1512
612, 564, 2, 31.02, 1, 1, 1504
658, 608, 47, 31.29, 1, 0, 1536
712, 658, 7, 32.91, 0, 1, 1368
796, 712, 44, 36.67, 1, 0, 1320
824, 796, 39, 39.44, 1, 0, 1320
851, 824, 39, 39.63, 1, 0, 1336
852, 851, 39, 43.23, 1, 0, 1280
882, 851, 26, 44.22, 1, 0, 1296
972, 852, 32, 44.95, 1, 1, 1664
1019, 972, 41, 46.33, 1, 0, 1256
1029, 972, 1, 46.80, 1, 1, 1272
1067, 1019, 29, 47.27, 1, 0, 1392
1139, 1067, 27, 50.73, 1, 0, 1296
1171, 1139, 4, 60.39, 1, 1, 1448
1222, 1171, 32, 64.97, 1, 1, 1720
1240, 1171, 27, 65.87, 1, 0, 1728
1256, 1240, 18, 68.96, 1, 0, 1424
1288, 1222, 48, 69.51, 1, 1, 1472
1295, 1222, 13, 69.52, 1, 0, 1464
1291, 1240, 9, 69.56, 1, 0, 1424
1319, 1256, 12, 71.94, 1, 0, 1464
1323, 1256, 28, 72.21, 1, 1, 1456
1379, 1319, 1, 73.61, 1, 1, 1424
1446, 1379, 17, 75.34, 1, 0, 1424
1476, 1446, 32, 77.59, 1, 1, 1328
1532, 1476, 48, 82.75, 1, 1, 1400
1578, 1532, 27, 84.70, 1, 0, 1536
1563, 1532, 39, 85.28, 1, 0, 1456
1602, 1578, 18, 87.33, 1, 0, 1192
1699, 1602, 17, 99.65, 1, 0, 1640
1689, 1602, 41, 101.36, 1, 0, 1624
1724, 1699, 23, 102.17, 1, 0, 1888
1731, 1699, 12, 102.57, 1, 0, 1912
1756, 1724, 28, 102.99, 1, 1, 1416
1812, 1756, 20, 105.90, 0, 1, 1416
1877, 1812, 13, 109.55, 1, 0, 1448
1916, 1877, 24, 110.22, 1, 1, 1496
1976, 1916, 18, 111.60, 1, 0, 1344
1993, 1916, 27, 112.22, 1, 0, 1304
2001, 1976, 49, 121.20, 1, 1, 1360
2087, 2001, 28, 123.13, 1, 1, 1736
2141, 2087, 45, 124.90, 1, 1, 1488
2098, 2001, 26, 125.15, 1, 0, 1752
2142, 2087, 1, 125.84, 1, 1, 1472
2165, 2141, 8, 126.61, 1, 0, 1352
2231, 2165, 27, 137.91, 1, 0, 1400
2278, 2231, 24, 142.50, 1, 1, 1944
2349, 2278, 41, 149.79, 1, 0, 1568
2364, 2349, 29, 150.74, 1, 0, 1544
2442, 2364, 12, 154.07, 1, 0, 1488
2491, 2442, 41, 156.66, 1, 0, 1440
2515, 2491, 33, 161.82, 1, 1, 1416
2508, 2491, 3, 164.26, 1, 0, 1400
2581, 2515, 39, 169.26, 1, 0, 1632
2639, 2581, 23, 171.30, 1, 0, 1792
2642, 2581, 35, 173.91, 1, 1, 1792
2674, 2639, 47, 176.43, 1, 0, 1456
2732, 2674, 43, 178.08, 0, 1, 1488
2769, 2732, 6, 179.28, 1, 1, 1456
2788, 2732, 1, 179.82, 1, 1, 1448
2836, 2769, 39, 186.21, 1, 0, 1304
2871, 2836, 32, 186.94, 1, 1, 1472
2895, 2836, 41, 187.72, 1, 0, 1536
2930, 2871, 1, 189.96, 1, 1, 1352
2984, 2930, 48, 191.07, 1, 1, 1344
3033, 2984, 28, 194.00, 1, 1, 1320
3085, 3033, 45, 199.74, 1, 1, 1472
