BlockId, ParentId, creatorId, Arrival Time, Depth, Block-Size
be819d3af9721464f5b7dc5af7b91f3fea806ed5112e25d16fce17b5c4e3511d, -1, -1, 0.00, 0, 0
a390b8e51c6b5ab5fdd533f6572df120fd2e98cf4a84b4d24f0220a7567ba908, be819d3af9721464f5b7dc5af7b91f3fea806ed5112e25d16fce17b5c4e3511d, 29, 5.46, 1, 8
a42608f63a95ae391630ac03c485fea5bbdebbdca060c30e00f09d7999a15794, a390b8e51c6b5ab5fdd533f6572df120fd2e98cf4a84b4d24f0220a7567ba908, 34, 19.77, 2, 16
d3a9a28f42957f627219b62cd7dd12a66216e63f14c813797a5b183e266f106c, a42608f63a95ae391630ac03c485fea5bbdebbdca060c30e00f09d7999a15794, 43, 29.83, 3, 56
aa6c1798d1d0c41eb6ad12c89c0afee62731c435aab4eb82c108e9d2a978f2f6, d3a9a28f42957f627219b62cd7dd12a66216e63f14c813797a5b183e266f106c, 28, 31.47, 4, 72
190114af5c9ca1670b900671ddb2f0ac169a81bdf211463a90953f4d826c7c93, aa6c1798d1d0c41eb6ad12c89c0afee62731c435aab4eb82c108e9d2a978f2f6, 0, 47.19, 5, 112
345ab8ca1304e44a9eac95d990bf5d149ac674384ee609e5b8b424143fa48b5f, aa6c1798d1d0c41eb6ad12c89c0afee62731c435aab4eb82c108e9d2a978f2f6, 24, 47.79, 5, 104
d7b30158249866e669c940af8a6b05e9d104e0810fd11e75c11135661eb92c97, 190114af5c9ca1670b900671ddb2f0ac169a81bdf211463a90953f4d826c7c93, 11, 70.82, 6, 808
c2befe2b8fdb4ed7ace94fd53ad827a21ae46fb996156bd059bd970d9c772c4c, d7b30158249866e669c940af8a6b05e9d104e0810fd11e75c11135661eb92c97, 29, 77.75, 7, 464
91086f965a23a2710dd9645538b876da13016551e7b1b1fac00840b7fa2fec69, c2befe2b8fdb4ed7ace94fd53ad827a21ae46fb996156bd059bd970d9c772c4c, 37, 91.63, 8, 944
aedecd1563ff6cbfb994efb0a151038bf358211191b3a729e2ba2dd55267c69c, 91086f965a23a2710dd9645538b876da13016551e7b1b1fac00840b7fa2fec69, 40, 106.19, 9, 1200
036246b51e26234872f1a026050d1b543762b6b32e47865d73f64e8a4738c9ea, aedecd1563ff6cbfb994efb0a151038bf358211191b3a729e2ba2dd55267c69c, 0, 139.51, 10, 1624
e5339bb862c06658831f4c439c92b7472a2ef17c1b06ef19225c8c1d92a37027, aedecd1563ff6cbfb994efb0a151038bf358211191b3a729e2ba2dd55267c69c, 24, 139.53, 10, 1624
a22a11871849bf788ce9c5be600379db99d7dbe85cd2079390ce9a9df167ed1d, 036246b51e26234872f1a026050d1b543762b6b32e47865d73f64e8a4738c9ea, 0, 139.58, 11, 1560
dd345c6aed88a33809d17f9085a559b4665b72e087dc3385495951653bb7881b, a22a11871849bf788ce9c5be600379db99d7dbe85cd2079390ce9a9df167ed1d, 23, 152.03, 12, 1584
d836798d26ba6a2ef45319d131d3331d9954df6c5b3b22b100dd100bcc0fd6f6, dd345c6aed88a33809d17f9085a559b4665b72e087dc3385495951653bb7881b, 18, 156.82, 13, 1432
390634183015884b6783adf522a8af12bea03be0e64510eb6059c8a02a953767, d836798d26ba6a2ef45319d131d3331d9954df6c5b3b22b100dd100bcc0fd6f6, 36, 194.45, 14, 1328
b0dad7f9ed6c67679b320b6f7b720bb6103047c997c3c692c178bbef0278553d, d836798d26ba6a2ef45319d131d3331d9954df6c5b3b22b100dd100bcc0fd6f6, 0, 195.11, 14, 1304
97373bd61646523dd1b55de71745b0f291fbbea9075558f691b049d8e49da6b0, 390634183015884b6783adf522a8af12bea03be0e64510eb6059c8a02a953767, 10, 207.89, 15, 1648
9ac5d53c2d04564d55d7e2e212c029db1046987923c77ba2edc37f170022bd01, 97373bd61646523dd1b55de71745b0f291fbbea9075558f691b049d8e49da6b0, 33, 209.37, 16, 1536
ec08a0e934febad9e9dfd4042b51a2631185aa4748200cb0b400fff8c77ac919, 9ac5d53c2d04564d55d7e2e212c029db1046987923c77ba2edc37f170022bd01, 12, 213.99, 17, 1360
fe305bf76bf0b84be35f34eecc035b6d4fe296a7dd6a7a3c862cd55701bd3429, ec08a0e934febad9e9dfd4042b51a2631185aa4748200cb0b400fff8c77ac919, 20, 244.14, 18, 1488
f3ac59274992939a82f62f3dc59af99a1e6d239406cd52b28900ff10b509d01f, fe305bf76bf0b84be35f34eecc035b6d4fe296a7dd6a7a3c862cd55701bd3429, 22, 283.68, 19, 1464
ace80759d94641f3e3d7b3440101464ff324f229670a364697c2343dfb729092, cfbc7adeffb8638221c3956e258d1d81addcd67ca70de26855fe70a874e19336, 0, 283.82, 20, 1520
cfbc7adeffb8638221c3956e258d1d81addcd67ca70de26855fe70a874e19336, fe305bf76bf0b84be35f34eecc035b6d4fe296a7dd6a7a3c862cd55701bd3429, 0, 283.87, 19, 1464
6dd5150a35a732da4bbafd6090d4ce4346ed7172f0a0861224ecafe685c0a21e, ace80759d94641f3e3d7b3440101464ff324f229670a364697c2343dfb729092, 19, 296.81, 21, 1456
bdbec709a1b319ac62f638f909930982f09805491d305563596b802517e3db0c, 6dd5150a35a732da4bbafd6090d4ce4346ed7172f0a0861224ecafe685c0a21e, 10, 304.62, 22, 1480
6a6fbf0379d20eef882a821008dcd9cff5d9f6158ed4ed655de693e44779b1cd, bdbec709a1b319ac62f638f909930982f09805491d305563596b802517e3db0c, 30, 315.62, 23, 1392
131ef7be66099a86517098a5af569f66e27d788af39d0c5bccc604c0443b1147, 6a6fbf0379d20eef882a821008dcd9cff5d9f6158ed4ed655de693e44779b1cd, 10, 324.28, 24, 1408
e32e1663653c4ff0374563970337872420137152cb1ebe5c810753436e65c788, 131ef7be66099a86517098a5af569f66e27d788af39d0c5bccc604c0443b1147, 34, 382.86, 25, 1384
9f1dcf94a7426f2bca2d1e2c0348055f2ea7252d0f8ab4f0b9470a4641d8faf7, e32e1663653c4ff0374563970337872420137152cb1ebe5c810753436e65c788, 28, 386.71, 26, 1544
71b334f45880140af5117ebd65b5b10ed0571d7662beb16967ebc278dfb3651e, 131ef7be66099a86517098a5af569f66e27d788af39d0c5bccc604c0443b1147, 0, 389.19, 25, 1328
d9b387270af5a0d0704d81dcbd2dc49ecd63da66ce6262fd4f3fe36f43d16c3e, e32e1663653c4ff0374563970337872420137152cb1ebe5c810753436e65c788, 10, 389.26, 26, 1544
6744b7fd3c0432d757c07a53f77a7cf09b69ca2d7a4e26642a0839da1d3e842e, 71b334f45880140af5117ebd65b5b10ed0571d7662beb16967ebc278dfb3651e, 0, 389.33, 26, 1568
a3da0d89060d04cc01dd27b7888275d8403bef666cdb5ba5b88ccef98ed6e7cc, 6744b7fd3c0432d757c07a53f77a7cf09b69ca2d7a4e26642a0839da1d3e842e, 0, 389.37, 27, 1704
be41b308a556a0fb8186c75aa96abfed2f6e59501ca182b4ad5e40c86b0b7939, a3da0d89060d04cc01dd27b7888275d8403bef666cdb5ba5b88ccef98ed6e7cc, 44, 390.75, 28, 1672
6804241125b4253a99eb0b1b8769feec027f010ce4cdf9f2edccd4455369aa07, a3da0d89060d04cc01dd27b7888275d8403bef666cdb5ba5b88ccef98ed6e7cc, 31, 395.16, 28, 1592
c832fcd1cba155b5724cf4c669fb3904f3c64d5269bf0bce7ba516bfd3f03879, be41b308a556a0fb8186c75aa96abfed2f6e59501ca182b4ad5e40c86b0b7939, 17, 419.50, 29, 1288
35f01ac709cc61d85ec1ffc0d51fe90963ff996ee45c77c04a3958c1cf6598bb, be41b308a556a0fb8186c75aa96abfed2f6e59501ca182b4ad5e40c86b0b7939, 22, 420.44, 29, 1296
4b3d8d70ad8cd143e018ea60a70dc7f40b6828f577e9b5eb337409559d890490, be41b308a556a0fb8186c75aa96abfed2f6e59501ca182b4ad5e40c86b0b7939, 0, 420.49, 29, 1296
8e45cd17fa0ee8c8d50adde056dc61bb3908bf3b2cae4b642b0bfc7c5364c79c, 35f01ac709cc61d85ec1ffc0d51fe90963ff996ee45c77c04a3958c1cf6598bb, 22, 432.81, 30, 1424
ff9e08b9627380468b97271b8fb4285142a676756156c121853281cdcf007974, 8e45cd17fa0ee8c8d50adde056dc61bb3908bf3b2cae4b642b0bfc7c5364c79c, 38, 435.58, 31, 1624
711200462db75cf67328924a98354c0c02e6c6815336a09748c6942782a40beb, ff9e08b9627380468b97271b8fb4285142a676756156c121853281cdcf007974, 13, 454.78, 32, 1224
1bbf2ccdb1483e0016c89179d1d3a8c0fe13239f8a5ba507b8decfc9cdeeca17, 711200462db75cf67328924a98354c0c02e6c6815336a09748c6942782a40beb, 18, 479.47, 33, 1552
ae367484fcb46f77705e92273abcdb28614310094d3ea85bfb91dc0b4b436334, 1bbf2ccdb1483e0016c89179d1d3a8c0fe13239f8a5ba507b8decfc9cdeeca17, 42, 499.15, 34, 1456
4cc8335342c6ba8c8541cac79652ddc1a700ed5a8e2baee7bc521a0b5f05ab43, 1bbf2ccdb1483e0016c89179d1d3a8c0fe13239f8a5ba507b8decfc9cdeeca17, 30, 500.21, 34, 1440
6d07b9a7f19cb79b866d69d5ca7d3d4e41960f496e2ae46941a6a43a68d333db, ae367484fcb46f77705e92273abcdb28614310094d3ea85bfb91dc0b4b436334, 15, 524.50, 35, 1432
6562d0a381e2d705da20ae95a65635acf8119417bf2a0ebf8ae0b7766a114257, 6d07b9a7f19cb79b866d69d5ca7d3d4e41960f496e2ae46941a6a43a68d333db, 43, 589.92, 36, 1432
fd539321a47652136e320205cc6da243fbd91ed83018c241485abd686f7961b9, 6562d0a381e2d705da20ae95a65635acf8119417bf2a0ebf8ae0b7766a114257, 24, 594.66, 37, 1712
d550f0734c5381d07cbe16cf0fd196c3be3a586f7ca130c05aaec8329506678e, 1a25e0a9def016cf5a3c629a43b30f5b126d1caeae7c65bfbe28f0fd8de83fcc, 28, 602.44, 39, 1256
1a25e0a9def016cf5a3c629a43b30f5b126d1caeae7c65bfbe28f0fd8de83fcc, fd539321a47652136e320205cc6da243fbd91ed83018c241485abd686f7961b9, 14, 602.62, 38, 1368
eb29b9b3f033bd3e01b5923acb9148e36951f233db5030ae8c8fe34a95c804db, 1a25e0a9def016cf5a3c629a43b30f5b126d1caeae7c65bfbe28f0fd8de83fcc, 0, 604.92, 39, 1256
a2fc572f30fab7415fd3ff28186b91a408b5899267fd46fbdecd106c520aaa1b, d550f0734c5381d07cbe16cf0fd196c3be3a586f7ca130c05aaec8329506678e, 43, 610.39, 40, 1264
42fa2d02fbcf8fc976ad9578bdd45369e6561d39fe875b0cb2e85239cfbfe165, a2fc572f30fab7415fd3ff28186b91a408b5899267fd46fbdecd106c520aaa1b, 47, 634.11, 41, 1312
328bcc241630cc8017f0e0649a16ac720a66e764ae4643d9b119e0e4d0fd8a44, a2fc572f30fab7415fd3ff28186b91a408b5899267fd46fbdecd106c520aaa1b, 0, 634.34, 41, 1304
1bba2ddcdbfb072be95c16e161f5dfd29c7b78a6250eb556ff410ab208134231, 42fa2d02fbcf8fc976ad9578bdd45369e6561d39fe875b0cb2e85239cfbfe165, 18, 660.23, 42, 1680
4d20e29223973e4c0227138c8d68061a05a71457a8353efd569bb32beb5238bc, 1bba2ddcdbfb072be95c16e161f5dfd29c7b78a6250eb556ff410ab208134231, 15, 698.75, 43, 1432
f5045e329efb9afcb3b02280f16386a97cdc780dc9cbfdc060931fea176a61c9, 1bba2ddcdbfb072be95c16e161f5dfd29c7b78a6250eb556ff410ab208134231, 0, 698.96, 43, 1432
35b696bb292fb28ec62bee11c4824eab7149db3df5251855160fc615d91f02ca, 1bba2ddcdbfb072be95c16e161f5dfd29c7b78a6250eb556ff410ab208134231, 23, 699.00, 43, 1440
