BlockId, ParentId, creatorId, Arrival Time, Cpu-Type, Network-Type, Block-Size
0, -1, -1, 0.00, 1, 1, 8
7, 0, 6, 2.22, 1, 0, 8
55, 7, 25, 3.38, 1, 1, 8
101, 55, 25, 5.63, 1, 1, 16
179, 101, 11, 10.06, 1, 0, 56
223, 179, 32, 18.11, 1, 1, 24
276, 223, 26, 20.16, 0, 1, 216
318, 276, 8, 23.28, 1, 1, 144
362, 318, 24, 47.28, 1, 1, 368
431, 362, 12, 48.38, 1, 0, 1272
487, 431, 45, 53.78, 1, 1, 1464
519, 487, 32, 59.18, 1, 1, 1472
565, 519, 34, 62.97, 1, 1, 1552
617, 565, 6, 64.76, 1, 0, 1784
671, 617, 8, 73.15, 1, 1, 1448
736, 671, 43, 73.42, 1, 0, 1352
704, 671, 35, 75.53, 1, 1, 1400
790, 704, 10, 84.20, 1, 1, 1296
844, 790, 7, 91.60, 1, 0, 1440
822, 790, 9, 91.67, 1, 0, 1440
893, 844, 2, 99.15, 1, 1, 1424
941, 893, 5, 101.60, 1, 0, 1544
953, 941, 3, 114.31, 1, 1, 1360
1006, 953, 17, 141.15, 1, 1, 1488
1092, 1006, 43, 158.86, 1, 0, 1616
1118, 1092, 32, 170.57, 1, 1, 1632
1151, 1118, 32, 172.13, 1, 1, 1376
1203, 1151, 8, 189.84, 1, 1, 1248
1297, 1203, 7, 198.10, 1, 0, 1360
1327, 1297, 3, 204.88, 1, 1, 1464
1396, 1327, 22, 210.45, 1, 0, 1408
1374, 1327, 9, 211.78, 1, 0, 1384
1433, 1396, 31, 221.09, 1, 0, 1424
1491, 1433, 7, 229.99, 1, 0, 1528
1514, 1491, 20, 231.13, 1, 1, 1528
1599, 1514, 18, 234.59, 1, 0, 1224
1639, 1599, 29, 244.70, 1, 0, 1288
1671, 1639, 19, 246.79, 1, 1, 1400
1723, 1671, 34, 250.09, 1, 1, 1512
1786, 1723, 18, 260.39, 1, 0, 1384
1842, 1786, 29, 293.94, 1, 0, 1432
1886, 1842, 43, 297.77, 1, 0, 2024
1914, 1886, 2, 321.55, 1, 1, 1672
1995, 1914, 11, 343.49, 1, 0, 1536
2036, 1995, 9, 352.31, 1, 0, 1656
2080, 2036, 6, 357.28, 1, 0, 1424
2120, 2080, 19, 363.31, 1, 1, 1248
2188, 2120, 7, 378.19, 1, 0, 1416
2250, 2188, 22, 384.20, 1, 0, 1512
2285, 2250, 36, 394.79, 1, 1, 1520
2311, 2285, 33, 403.35, 1, 1, 1496
2369, 2311, 3, 419.50, 1, 1, 1616
2368, 2311, 6, 419.89, 1, 0, 1600
2414, 2369, 33, 423.72, 1, 1, 1640
2471, 2414, 29, 426.50, 1, 0, 1552
2501, 2471, 29, 438.17, 1, 0, 1208
2567, 2501, 20, 438.90, 1, 1, 1384
2605, 2567, 2, 445.77, 1, 1, 1328
2686, 2605, 18, 459.66, 1, 0, 1520
2724, 2686, 7, 477.74, 1, 0, 1472
2781, 2724, 2, 484.52, 1, 1, 1616
2847, 2781, 16, 495.06, 1, 1, 1376
2898, 2847, 7, 504.06, 1, 0, 1424
2940, 2898, 32, 517.21, 1, 1, 1464
2974, 2940, 38, 520.98, 1, 0, 1496
3030, 2974, 6, 543.97, 1, 0, 1352
3034, 2974, 29, 544.44, 1, 0, 1352
