BlockId, ParentId, creatorId, Arrival Time, Cpu-Type, Network-Type, Block-Size
0, -1, -1, 0.00, 1, 1, 8
7, 0, 6, 2.54, 1, 0, 8
55, 7, 25, 3.73, 1, 1, 8
101, 55, 25, 5.92, 1, 1, 16
179, 101, 11, 10.35, 1, 0, 56
223, 179, 32, 18.22, 1, 1, 24
276, 223, 26, 20.75, 0, 1, 216
318, 276, 8, 23.42, 1, 1, 144
362, 318, 24, 47.61, 1, 1, 368
431, 362, 12, 48.72, 1, 0, 1272
487, 431, 45, 54.03, 1, 1, 1464
519, 487, 32, 59.00, 1, 1, 1472
565, 519, 34, 63.15, 1, 1, 1552
617, 565, 6, 64.73, 1, 0, 1784
671, 617, 8, 73.12, 1, 1, 1448
736, 671, 43, 74.13, 1, 0, 1352
704, 671, 35, 75.57, 1, 1, 1400
790, 704, 10, 84.28, 1, 1, 1296
822, 790, 9, 91.48, 1, 0, 1440
844, 790, 7, 91.50, 1, 0, 1440
893, 844, 2, 99.25, 1, 1, 1424
941, 893, 5, 101.61, 1, 0, 1544
953, 941, 3, 114.41, 1, 1, 1360
1006, 953, 17, 141.31, 1, 1, 1488
1092, 1006, 43, 159.62, 1, 0, 1616
1118, 1092, 32, 170.37, 1, 1, 1632
1151, 1118, 32, 172.02, 1, 1, 1376
1203, 1151, 8, 189.78, 1, 1, 1248
1297, 1203, 7, 198.04, 1, 0, 1360
1327, 1297, 3, 204.97, 1, 1, 1464
1396, 1327, 22, 210.28, 1, 0, 1408
1374, 1327, 9, 211.61, 1, 0, 1384
1433, 1396, 31, 221.19, 1, 0, 1424
1491, 1433, 7, 229.91, 1, 0, 1528
1514, 1491, 20, 231.15, 1, 1, 1528
1599, 1514, 18, 234.64, 1, 0, 1224
1639, 1599, 29, 244.88, 1, 0, 1288
1671, 1639, 19, 246.82, 1, 1, 1400
1723, 1671, 34, 250.26, 1, 1, 1512
1786, 1723, 18, 260.40, 1, 0, 1384
1842, 1786, 29, 294.12, 1, 0, 1432
1886, 1842, 43, 298.56, 1, 0, 2024
1914, 1886, 2, 321.62, 1, 1, 1672
1995, 1914, 11, 343.16, 1, 0, 1536
2036, 1995, 9, 352.06, 1, 0, 1656
2080, 2036, 6, 357.33, 1, 0, 1424
2120, 2080, 19, 363.39, 1, 1, 1248
2188, 2120, 7, 378.11, 1, 0, 1416
2250, 2188, 22, 384.03, 1, 0, 1512
2285, 2250, 36, 394.75, 1, 1, 1520
2311, 2285, 33, 403.41, 1, 1, 1496
2369, 2311, 3, 419.56, 1, 1, 1616
2368, 2311, 6, 419.88, 1, 0, 1600
2414, 2369, 33, 423.76, 1, 1, 1640
2471, 2414, 29, 426.66, 1, 0, 1552
2501, 2471, 29, 438.35, 1, 0, 1208
2567, 2501, 20, 438.94, 1, 1, 1384
2605, 2567, 2, 445.89, 1, 1, 1328
2686, 2605, 18, 459.63, 1, 0, 1520
2724, 2686, 7, 477.65, 1, 0, 1472
2781, 2724, 2, 484.57, 1, 1, 1616
2847, 2781, 16, 495.11, 1, 1, 1376
2898, 2847, 7, 503.97, 1, 0, 1424
2940, 2898, 32, 517.04, 1, 1, 1464
2974, 2940, 38, 520.94, 1, 0, 1496
3030, 2974, 6, 544.02, 1, 0, 1352
3034, 2974, 29, 544.63, 1, 0, 1352
3071, 3030, 19, 560.38, 1, 1, 1680
3116, 3071, 21, 562.10, 0, 0, 1560
3185, 3116, 46, 570.90, 1, 1, 1304
3248, 3185, 16, 580.95, 1, 1, 1424
3258, 3248, 3, 590.11, 1, 1, 1512
3306, 3258, 17, 603.30, 1, 1, 1408
3394, 3306, 18, 609.11, 1, 0, 1464
3429, 3394, 7, 615.29, 1, 0, 1216
3489, 3429, 8, 624.47, 1, 1, 1224
3504, 3489, 35, 634.75, 1, 1, 1432
3600, 3504, 44, 635.83, 1, 1, 1496
3648, 3600, 16, 653.06, 1, 1, 1344
3699, 3648, 44, 656.81, 1, 1, 1648
3677, 3648, 48, 657.58, 0, 0, 1648
3712, 3677, 8, 660.50, 1, 1, 1352
3772, 3712, 6, 664.81, 1, 0, 1216
3833, 3772, 38, 670.39, 1, 0, 1368
3852, 3833, 35, 671.38, 1, 1, 1400
3947, 3852, 39, 682.02, 0, 1, 1304
3955, 3947, 25, 691.77, 1, 1, 1560
4036, 3955, 10, 696.06, 1, 1, 1496
4054, 4036, 35, 705.33, 1, 1, 1408
4127, 4054, 25, 715.98, 1, 1, 1456
4179, 4127, 34, 735.28, 1, 1, 1512
4201, 4179, 34, 749.23, 1, 1, 1600
4266, 4201, 38, 762.37, 1, 0, 1584
4349, 4266, 18, 773.09, 1, 0, 1736
4378, 4349, 7, 779.13, 1, 0, 1472
4436, 4378, 43, 786.58, 1, 0, 1472
4486, 4436, 22, 808.53, 1, 0, 1368
4533, 4486, 17, 831.61, 1, 1, 1792
4594, 4533, 11, 842.10, 1, 0, 1760
4623, 4594, 37, 847.76, 0, 1, 1768
4665, 4623, 10, 848.88, 1, 1, 1600
4739, 4665, 2, 853.11, 1, 1, 1296
